Timestamp,Player IGN,CM Group,Kitasan Black LB in Account (Non-borrow),Super Creek LB in Account (Non-borrow),Select a round to fill data,R1D1 - Uma 1,R1D1 - Uma 1 Role,R1D1 - Uma 1 Running Style,R1D1 - Uma 2,R1D1 - Uma 2 Role,R1D1 - Uma 2 Running Style,R1D1 - Uma 3,R1D1 - Uma 3 Role,R1D1 - Uma 3 Running Style,R1D1 - No. of wins,R1D1 - No. of races played,R1D2 - Uma 1,R1D2 - Uma 1 Role,R1D2 - Uma 1 Running Style,R1D2 - Uma 2,R1D2 - Uma 2 Role,R1D2 - Uma 2 Running Style,R1D2 - Uma 3,R1D2 - Uma 3 Role,R1D2 - Uma 3 Running Style,R1D2 - No. of wins,R1D2 - No. of races played,Round 2 Group,R2D1 - Uma 1,R2D1 - Uma 1 Role,R2D1 - Uma 1 Running Style,R2D1 - Uma 2,R2D1 - Uma 2 Role,R2D1 - Uma 2 Running Style,R2D1 - Uma 3,R2D1 - Uma 3 Role,R2D1 - Uma 3 Running Style,R2D1 - No. of wins,R2D1 - No. of races played,R2D2 - Uma 1,R2D2 - Uma 1 Role,R2D2 - Uma 1 Running Style,R2D2 - Uma 2,R2D2 - Uma 2 Role,R2D2 - Uma 2 Running Style,R2D2 - Uma 3,R2D2 - Uma 3 Role,R2D2 - Uma 3 Running Style,R2D2 - No. of wins,R2D2 - No. of races played,Finals Group,FINALS - Uma 1,FINALS - Uma 1 Role,FINALS - Uma 1 Running Style,FINALS - Uma 2,FINALS - Uma 2 Role,FINALS - Uma 2 Running Style,FINALS - Uma 3,FINALS - Uma 3 Role,FINALS - Uma 3 Running Style,FINALS RESULTS,How much have you spent on the game so far? (EUR/USD),R1D1 - Uma 1 Role (Norm),R1D1 - Uma 2 Role (Norm),R1D1 - Uma 3 Role (Norm),R1D2 - Uma 1 Role (Norm),R1D2 - Uma 2 Role (Norm),R1D2 - Uma 3 Role (Norm),R2D1 - Uma 1 Role (Norm),R2D1 - Uma 2 Role (Norm),R2D1 - Uma 3 Role (Norm),R2D2 - Uma 1 Role (Norm),R2D2 - Uma 2 Role (Norm),R2D2 - Uma 3 Role (Norm),FINALS - Uma 1 Role (Norm),FINALS - Uma 2 Role (Norm),FINALS - Uma 3 Role (Norm),R1D1 - Uma 1 Running Style (Norm),R1D1 - Uma 2 Running Style (Norm),R1D1 - Uma 3 Running Style (Norm),R1D2 - Uma 1 Running Style (Norm),R1D2 - Uma 2 Running Style (Norm),R1D2 - Uma 3 Running Style (Norm),R2D1 - Uma 1 Running Style (Norm),R2D1 - Uma 2 Running Style (Norm),R2D1 - Uma 3 Running Style (Norm),R2D2 - Uma 1 Running Style (Norm),R2D2 - Uma 2 Running Style (Norm),R2D2 - Uma 3 Running Style (Norm),FINALS - Uma 1 Running Style (Norm),FINALS - Uma 2 Running Style (Norm),FINALS - Uma 3 Running Style (Norm)
2025-11-09 20:13:44.072,Tofu,Graded (No Limit),0LB,1LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,10.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,16.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Grass Wonder,Debuffer,Late Surger,11.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Grass Wonder,Debuffer,Late Surger,5.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Grass Wonder,Debuffer,Late Surger,1ST,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger
2025-11-09 20:14:16.843,Corbicula,Graded (No Limit),MLB,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,17.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,1ST,$501-$1000,,,,,,,,,,Ace,Ace,Ace,Ace,Ace,Ace,,,,,,,,,,End Closer,Front Runner,Late Surger,End Closer,Front Runner,Late Surger
2025-11-09 20:14:26.492,Riga,Graded (No Limit),MLB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,Pace Chaser,Late Surger
2025-11-09 20:15:08.019,grass,Graded (No Limit),,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Grass Wonder,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Late Surger,Pace Chaser,Late Surger
2025-11-09 20:15:33.996,Incinerize,Graded (No Limit),2LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Ship,Aoharu Made Ace,End Closer,Agnes Tachyon,Aoharu Made Ace,Pace Chaser,Grass Wonder,Debuffer,Late Surger,9.0,20.0,A,Gold Ship,Aoharu Made Ace,End Closer,Agnes Tachyon,Aoharu Made Ace,Pace Chaser,Grass Wonder,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,,,,,,,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger
2025-11-09 20:15:47.143,Kyucubed,Graded (No Limit),,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:15:53.910,Cosmic,Graded (No Limit),1LB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,1ST,$1-$100,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,End Closer,Late Surger
2025-11-09 20:15:57.744,bowotan,Graded (No Limit),MLB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Mayano Top Gun (Wedding),Aoharu Made Ace,Late Surger,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,1ST,$1000++,,,,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,Late Surger,Front Runner,Front Runner
2025-11-09 20:16:09.364,So Peak,Graded (No Limit),MLB,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Symboli Rudolf,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Late Surger,Front Runner,Late Surger
2025-11-09 20:16:51.611,aphous,Graded (No Limit),3LB,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Hybrid,Late Surger,1ST,$101-$500,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,Pace Chaser,Late Surger
2025-11-09 20:17:07.311,Aggi,Graded (No Limit),0LB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,End Closer,Pace Chaser,Late Surger
2025-11-09 20:17:16.919,Eligibility,Graded (No Limit),,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Gold Ship,Aoharu Made Ace,End Closer,Grass Wonder,Debuffer,Late Surger,Agnes Tachyon,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Debuffer,Debuffer,,,,,,,,,,,,,End Closer,Late Surger,Late Surger
2025-11-09 20:17:37.000,PillPopper,Graded (No Limit),2LB,0LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,9.0,15.0,,,,,,,,,,,,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,9.0,15.0,,,,,,,,,,,,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,1ST,F2P,Ace,Ace,Debuffer,,,,Ace,Ace,Debuffer,,,,Ace,Ace,Debuffer,End Closer,Front Runner,Late Surger,,,,End Closer,Front Runner,Late Surger,,,,End Closer,Front Runner,Late Surger
2025-11-09 20:18:13.741,Zozo,Graded (No Limit),1LB,0LB,End Survey,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,8.0,20.0,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,7.0,15.0,A,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,6.0,20.0,,,,,,,,,,,,B,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,1ST,$1-$100,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,,,,Debuffer,Debuffer,Ace,Late Surger,Late Surger,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Late Surger,Pace Chaser,,,,Late Surger,Late Surger,Pace Chaser
2025-11-09 20:18:12.175,Zapdos,Open (B And Below),,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Daiwa Scarlet,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Matikanefukukitaru,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,2ND,F2P,,,,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,Front Runner,Late Surger,Late Surger
2025-11-09 20:18:48.772,Miro,Graded (No Limit),2LB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,Taiki Shuttle,Hybrid,Pace Chaser,1ST,F2P,,,,,,,,,,,,,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Pace Chaser,Late Surger,Pace Chaser
2025-11-09 20:19:33.214,Claude,Graded (No Limit),3LB,0LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,17.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,15.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,15.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,17.0,20.0,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Mihono Bourbon,Aoharu Made Ace,Front Runner,1ST,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Ace,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Pace Chaser,Front Runner,Late Surger,Pace Chaser,Front Runner,Late Surger,Pace Chaser,Front Runner,Front Runner
2025-11-09 20:19:41.001,Reoser,Graded (No Limit),MLB,MLB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,16.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,14.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,8.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,Aoharu Made Ace,Front Runner,Nice Nature,Debuffer,Late Surger,1ST,$10000+++ (Pirkui),Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger
2025-11-09 20:19:46.637,f1shs,Graded (No Limit),MLB,MLB,End Survey,Silence Suzuka,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,19.0,20.0,Silence Suzuka,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,17.0,20.0,A,Silence Suzuka,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,18.0,20.0,Silence Suzuka,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,Aoharu Made Ace,Pace Chaser,16.0,20.0,A,Silence Suzuka,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,Aoharu Made Ace,Pace Chaser,1ST,$501-$1000,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser
2025-11-09 20:20:18.422,Wolord,Graded (No Limit),0LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,3RD,$1-$100,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,End Closer,Late Surger
2025-11-09 20:20:43.998,Delsere,Graded (No Limit),MLB,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,A,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,14.0,20.0,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,14.0,20.0,A,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Narita Taishin,Aoharu Made Ace,End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,1ST,$101-$500,,,,,,,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Ace,,,,,,,Front Runner,End Closer,Late Surger,Front Runner,End Closer,Late Surger,Front Runner,End Closer,End Closer
2025-11-10 10:07:33.468,Seira07,Graded (No Limit),1LB,0LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,11.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,7.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,6.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,6.0,20.0,A,Gold Ship,Aoharu Made Ace,End Closer,Mejiro McQueen,Aoharu Made Ace,Pace Chaser,Grass Wonder,Debuffer,Late Surger,1ST,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger
2025-11-09 20:21:27.675,Kalamariy,Graded (No Limit),MLB,MLB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mayano Top Gun (Wedding),"Ace (Winner, Tanks, Recycled Aces)",End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,16.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mayano Top Gun (Wedding),"Ace (Winner, Tanks, Recycled Aces)",End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,15.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,10.0,20.0,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Silence Suzuka,Aoharu Made Ace,Front Runner,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,8.0,20.0,A,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Silence Suzuka,Aoharu Made Ace,Front Runner,Mejiro McQueen,Aoharu Made Ace,Pace Chaser,1ST,$1-$100,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Front Runner,End Closer,End Closer,Front Runner,End Closer,End Closer,Front Runner,Late Surger,End Closer,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Pace Chaser
2025-11-09 20:21:32.770,Solaris,Graded (No Limit),1LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Air Groove,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,1ST,$101-$500,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,Front Runner,Late Surger
2025-11-09 20:21:36.553,YogaTronat,Graded (No Limit),,,End Survey,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,9.0,20.0,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,9.0,20.0,A,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,9.0,20.0,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,9.0,20.0,A,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger
2025-11-09 20:22:37.881,Hresvelg,Graded (No Limit),2LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,Pace Chaser,Late Surger
2025-11-09 20:22:52.786,Shion,Graded (No Limit),2LB,,End Survey,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,12.0,20.0,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,7.0,20.0,A,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,6.0,20.0,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,5.0,20.0,B,Fuji Kiseki,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,3RD,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger
2025-11-09 20:23:14.238,Nbleo,Graded (No Limit),2LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Meisho Doto,Aoharu Made Ace,Pace Chaser,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Nice Nature,Debuffer,Late Surger,1ST,$101-$500,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,Front Runner,Late Surger
2025-11-09 20:24:02.433,Masta,Graded (No Limit),MLB,1LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,Hybrid,End Closer,Agnes Tachyon,Hybrid,Late Surger,16.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,Hybrid,End Closer,Agnes Tachyon,Hybrid,Late Surger,15.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,Hybrid,End Closer,Agnes Tachyon,Hybrid,Late Surger,8.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,Hybrid,End Closer,Agnes Tachyon,Hybrid,Late Surger,7.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,Hybrid,End Closer,Agnes Tachyon,Hybrid,Late Surger,1ST,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,End Closer,End Closer,Late Surger,End Closer,End Closer,Late Surger,End Closer,End Closer,Late Surger,End Closer,End Closer,Late Surger,End Closer,End Closer,Late Surger
